"Name","Date"
".\Bugs\Open\EastDiscardsWrongCard.brd","2009/06/08 12:00:16"
".\Bugs\Open\EastDoesAReverse.brd","2009/11/21 20:02:18"
".\Bugs\Open\EastDoesNotDrawAllTrumpsBeforeLeadingSpade.brd","2010/02/07 20:20:56"
".\Bugs\Open\EastDoesNOTfinesseDiamonds.brd","2009/07/14 13:22:10"
".\Bugs\Open\EastDoesNotFinishDrawingTrumps.brd","2009/08/20 11:39:54"
".\Bugs\Open\EastDoesNotRespondToWestsNegativeDouble_NCR-145.brd","2009/10/26 12:47:56"
".\Bugs\Open\EastDoesNotReturnPartnersFirstLead.brd","2009/07/04 14:35:42"
".\Bugs\Open\EastDoesNotSeePoints.brd","2010/03/23 14:52:16"
".\Bugs\Open\EastDoesNotSeeWestsOvercall.brd","2010/03/26 19:19:56"
".\Bugs\Open\EastDoesNotSupportPartnersDiamondsWith4.brd","2009/10/07 12:25:02"
".\Bugs\Open\EastDoesNotTakeAllWinningClubs.brd","2009/10/06 14:19:10"
".\Bugs\Open\EastDoesNotUnderstandWests5D.brd","2010/09/04 17:36:28"
".\Bugs\Open\EastDoesNotUnderstandWestsJumpShift.brd","2010/02/12 20:50:16"
".\Bugs\Open\EastDoesTKODblOfCLubBidWith5Clubs.brd","2010/02/08 17:42:18"
".\Bugs\Open\EastDoesWeakFinesseTowardsDummy.brd","2009/07/26 21:59:38"
".\Bugs\Open\EastDrawsOwnTrump.brd","2009/06/20 14:25:20"
".\Bugs\Open\EastDropsSQonWestsSK.brd","2009/10/22 13:05:16"
".\Bugs\Open\EastDucksDQshouldPlayDK.brd","2009/06/08 21:40:48"
".\Bugs\Open\EastDucks_ShouldCover.brd","2009/05/06 21:06:00"
".\Bugs\Open\EastFailedToDrawTrumps.brd","2010/02/17 17:02:16"
".\Bugs\Open\EastFailedToDrawTrumps_2.brd","2010/03/08 10:46:24"
".\Bugs\Open\EastFailsToDrawLastTrump.brd","2009/09/25 14:45:20"
".\Bugs\Open\EastFailsToDrawLastTrump2.brd","2009/09/27 17:34:10"
".\Bugs\Open\EastFailsToDrawLastTrump2.txt","2009/09/27 17:45:48"
".\Bugs\Open\EastFailsToDrawTrump.brd","2009/06/13 21:45:56"
".\Bugs\Open\EastFailsToDrawTrumps.brd","2010/01/24 19:42:04"
".\Bugs\Open\EastFailsToDrawTrumps2_NCR-321.brd","2010/08/01 20:43:20"
".\Bugs\Open\EastFailsToShowStrongHand_WestPasses.brd","2009/07/20 15:42:02"
".\Bugs\Open\EastFalledToDrawTumps_NCR-198.brd","2010/01/14 13:41:20"
".\Bugs\Open\EastFinessesWrongWay.brd","2009/07/15 20:46:16"
".\Bugs\Open\EastGaveSouthCheapClubTrick.brd","2009/10/03 13:34:08"
".\Bugs\Open\EastGaveSouthCheapDiamondTrick.brd","2009/09/27 20:43:34"
".\Bugs\Open\EastGaveSouthCheapSpadeTrick.brd","2009/10/03 18:15:24"
".\Bugs\Open\EastGivesN-SRuffAndSluff.brd","2010/02/13 20:14:56"
".\Bugs\Open\EastGivesN-S_Ruff_Sluff.brd","2009/12/24 18:14:40"
".\Bugs\Open\EastGivesNorthASpadeWInner.brd","2009/08/24 11:29:04"
".\Bugs\Open\EastGivesNorthCheapDiamondTrick.brd","2010/01/04 11:00:48"
".\Bugs\Open\EastGivesSouthCheapClubTrick.brd","2009/09/30 20:32:48"
".\Bugs\Open\EastGivesSouthCheapHeartTrick.brd","2009/10/23 12:34:02"
".\Bugs\Open\EastGivesSouthCheapTrick.brd","2010/05/09 17:17:44"
".\Bugs\Open\EastGivesSouthCheapTrick2.brd","2010/07/09 12:44:30"
".\Bugs\Open\EastGivesWrongPtsForPass.brd","2010/05/12 16:46:54"
".\Bugs\Open\EastGuardsDiamondsWhenSouthVoid_NCR-154.brd","2009/11/11 14:23:38"
".\Bugs\Open\EastHasDummyDiscardD2WhichIsAWinner.brd","2009/08/11 21:08:06"
".\Bugs\Open\EastHoldsUpHAGoingDown.brd","2010/04/15 17:11:14"
".\Bugs\Open\EastJumpedTo5Dwith8HCPs.brd","2010/03/29 18:42:54"
".\Bugs\Open\EastJumpsTo6NTwithoutStoppers_NCR-325.brd","2010/08/13 17:01:36"
".\Bugs\Open\EastJumpsTo6Spades.brd","2010/11/26 12:32:40"
".\Bugs\Open\EastLeadFromDAQ.brd","2010/11/16 21:01:54"
".\Bugs\Open\EastLeadsAceWhenDummyVoid.brd","2009/05/03 20:38:02"
".\Bugs\Open\EastLeadsAwayFromHK.brd","2009/06/08 21:04:02"
".\Bugs\Open\EastLeadsCJwhenNorthVoid.BRD","2009/07/11 11:08:24"
".\Bugs\Open\EastLeadsCKToDMYsCAQ.brd","2009/12/20 20:49:52"
".\Bugs\Open\EastLeadsClubsBeforeDrawingTrumps.brd","2010/02/08 17:53:54"
".\Bugs\Open\EastLeadsClubsGivingSouthATrick.brd","2009/08/03 17:46:26"
".\Bugs\Open\EastLeadsClubToSouthsWinners.brd","2010/03/22 15:28:48"
".\Bugs\Open\EastLeadsClubWhenTrumpShouldBeDrawn.brd","2009/06/07 12:39:44"
".\Bugs\Open\EastLeadsD5vsWinningCQ.brd","2009/06/23 15:19:58"
".\Bugs\Open\EastLeadsD7IntoTenAceInDummyonRH.brd","2008/05/25 09:51:08"
".\Bugs\Open\EastLeadsDAwhenDummyIsVoid.brd","2010/03/14 15:58:12"
".\Bugs\Open\EastLeadsDAwhenWestHasSingletonDQ.brd","2010/07/13 10:49:14"
".\Bugs\Open\EastLeadsDiamondBeforeDrawingTrumps.brd","2010/02/18 08:30:08"
".\Bugs\Open\EastLeadsDKbeforeDrawingAllTrumps.brd","2010/02/08 13:01:08"
".\Bugs\Open\EastLeadsDK_NotWinner.brd","2009/06/26 11:21:26"
".\Bugs\Open\EastLeadsDK_NotWinner_RESTARTED.brd","2009/06/26 11:19:26"
".\Bugs\Open\EastLeadsDQwithOnlyOneDiamondOut.brd","2010/01/04 17:10:06"
".\Bugs\Open\EastLeadsDQwithSingletonDJinDummy.brd","2010/03/28 20:39:18"
".\Bugs\Open\EastLeadsDQ_Trump.brd","2009/05/25 17:37:00"
".\Bugs\Open\EastLeadsH2afterE-WagreedOnClubs.brd","2009/06/24 10:03:42"
".\Bugs\Open\EastLeadsH2ToDummysWInners.brd","2009/06/12 16:01:26"
".\Bugs\Open\EastLeadsHAwhenSouthHasShownOut.brd","2009/06/07 19:09:08"
".\Bugs\Open\EastLeadsHA_unstoppingHearts.brd","2009/06/11 15:29:46"
".\Bugs\Open\EastLeadsHeartsBeforeTrumpsPulled.brd","2010/02/08 15:26:40"
".\Bugs\Open\EastLeadsHeartsStopper.brd","2010/03/01 08:41:10"
".\Bugs\Open\EastLeadsHKthruDeclarerAt6Hbrd.brd","2008/05/25 10:25:24"
".\Bugs\Open\EastLeadsIntoDummysAQ.brd","2010/01/02 11:55:46"
".\Bugs\Open\EastLeadsKfromDoubleton-AK.brd","2009/04/30 20:49:56"
".\Bugs\Open\EastLeadSKvsSJ_NCR-310.brd","2010/06/17 22:38:16"
".\Bugs\Open\EastLeadsLoserVsWinner.brd","2010/02/04 15:24:46"
".\Bugs\Open\EastLeadsLosingCJinsteadOfCA.brd","2009/07/27 20:45:22"
".\Bugs\Open\EastLeadsLosingClubVsHeart.brd","2010/03/12 19:58:06"
".\Bugs\Open\EastLeadsLosingClubVsWinningHeart.brd","2010/04/07 21:18:32"
".\Bugs\Open\EastLeadsLosingDiamond.brd","2010/02/04 20:55:50"
".\Bugs\Open\EastLeadsLosingS8.brd","2009/08/22 10:38:26"
".\Bugs\Open\EastLeadsLowSpadeToDummyVsFinesseToHand.brd","2009/07/21 12:28:52"
".\Bugs\Open\EastLeadsSAwithAllSpacesVisibleInDummy.brd","2009/05/29 10:40:38"
".\Bugs\Open\EastLeadsSpadeTowardsJackWithAceOut.brd","2009/07/30 15:31:18"
".\Bugs\Open\EastLeadsSpadeWhenPartnerShownOut.brd","2009/05/28 21:43:56"
".\Bugs\Open\EastLeadsSQtoDummysSKT.brd","2009/06/29 14:42:04"
".\Bugs\Open\EastLeadsSQvsHA.brd","2009/06/23 21:34:06"
".\Bugs\Open\EastLeadsToDummysTenAceFinessingPard.brd","2009/08/30 12:22:36"
".\Bugs\Open\EastLeadsToDummyVoid.brd","2009/05/02 19:33:36"
".\Bugs\Open\EastLeadsToDummyVoid2.brd","2009/05/04 19:19:24"
".\Bugs\Open\EastLeadsToRH_DummysTenAce.brd","2009/05/05 18:37:06"
".\Bugs\Open\EastLeadsToSingletonForFinesse.brd","2009/06/07 11:59:20"
".\Bugs\Open\EastLedClubToDummysVoid.brd","2010/02/09 17:24:00"
".\Bugs\Open\EastLedDiamondToDummysTenAce.brd","2010/03/05 20:04:08"
".\Bugs\Open\EastLedQFromKQ.brd","2009/04/29 20:00:02"
".\Bugs\Open\EastLetsDummysC9win.brd","2009/07/03 18:26:18"
".\Bugs\Open\EastLooksForAGoodLead.brd","2009/05/03 14:54:32"
".\Bugs\Open\EastLosesSQtoForceSKwithoutSJ.brd","2009/09/01 14:03:32"
".\Bugs\Open\EastMissesSettingLeadOfCA.brd","2009/05/03 15:23:54"
".\Bugs\Open\EastMissesWestsBidWhenMadeManually.brd","2010/03/09 15:42:54"
".\Bugs\Open\EastMissesWestsBlackwood.brd","2010/11/22 11:01:46"
".\Bugs\Open\EastMissesWestsJumpTo3D.brd","2009/10/15 12:33:46"
".\Bugs\Open\EastMustFinesseSouthForHQ.brd","2010/04/09 17:40:02"
".\Bugs\Open\EastMustFinesseSpade.brd","2010/06/21 14:40:00"
".\Bugs\Open\EastMustOverTakeCK.brd","2010/11/28 17:02:36"
".\Bugs\Open\EastNotStrongEnoughFor5D.brd","2010/02/14 10:44:22"
".\Bugs\Open\EastOpened4CardMajorWithStrongHand.brd","2009/10/25 21:27:02"
".\Bugs\Open\EastOpens3ClubsWith13Points.brd","2009/09/05 20:43:14"
".\Bugs\Open\EastOverbidsHand_NCR-248.brd","2010/03/12 17:28:18"
".\Bugs\Open\EastOverbidsHand_NCR-262.brd","2010/03/28 19:07:06"
".\Bugs\Open\EastOvertakesHisDummysSQ.brd","2010/10/20 16:27:20"
".\Bugs\Open\EastOvertakesWestsDJ.brd","2010/03/28 21:04:58"
".\Bugs\Open\EastPassesWests3HWith20HCPs.brd","2009/11/24 09:11:20"
".\Bugs\Open\EastPassesWestsNegDbl.brd","2009/07/14 20:37:30"
".\Bugs\Open\EastPassesWestsTOD_canMake6D.brd","2009/07/12 14:10:26"
".\Bugs\Open\EastPlayedDQOnNorhsDK.brd","2009/08/20 17:11:58"
".\Bugs\Open\EastPlayedLowVsPlayingDJ.brd","2009/05/21 20:55:28"
".\Bugs\Open\EastPlaysAceWhenQueenWillDo_NCR-52.brd","2009/08/30 11:45:52"
".\Bugs\Open\EastPlaysClubsBeforeDrawingTrumps.brd","2010/10/27 12:15:10"
".\Bugs\Open\EastPlaysClubStopperBeforeClearingHearts.brd","2010/01/17 16:22:38"
".\Bugs\Open\EastPlaysD5vsDKallowingSouthToWin.BRD","2009/06/30 16:58:00"
".\Bugs\Open\EastPlaysD5_D8better.brd","2009/05/21 21:23:08"
".\Bugs\Open\EastPlaysHAwhenH9willWin.brd","2009/07/11 21:20:02"
".\Bugs\Open\EastPlaysLowWhenShouldWinAce.brd","2008/08/10 16:19:36"
".\Bugs\Open\EastPlaysTrumpsWithoutReason_NCR-62.brd","2009/09/02 10:38:30"
".\Bugs\Open\EastRebidsHeartsWith4cards.brd","2010/10/10 12:47:16"
".\Bugs\Open\EastRemembersWestsPlayOnUndoneTrick.brd","2009/09/04 16:08:20"
".\Bugs\Open\EastRevaluedHandTooHigh.brd","2010/05/03 14:00:42"
".\Bugs\Open\EastSavesCKandUnguardsDiamond.brd","2009/10/16 21:32:54"
".\Bugs\Open\EastsCommentsReWestsBidDontMakeSense.brd","2009/12/18 20:40:50"
".\Bugs\Open\EastSeesMessupBiddingAfterManualBid_NCR-139.brd","2009/10/19 20:40:42"
".\Bugs\Open\EastSeesMessupBiddingAfterManualBid_OldVersion.brd","2009/10/19 20:34:36"
".\Bugs\Open\EastShouldBidGame.brd","2010/05/16 17:40:06"
".\Bugs\Open\EastShouldBidGameInSpades.brd","2009/12/20 16:09:22"
".\Bugs\Open\EastShouldBidPardsDiamondsVsNewSuit.brd","2010/01/31 09:30:34"
".\Bugs\Open\EastShouldBidWith15HCPs.brd","2010/04/09 18:00:54"
".\Bugs\Open\EastShouldCrossToWestToLeadClub_NCR-450.brd","2010/12/13 10:26:46"
".\Bugs\Open\EastShouldDevelopDiamonds.brd","2010/09/15 21:55:24"
".\Bugs\Open\EastShouldDiscardDiamond_NCR-238.brd","2010/03/06 20:46:56"
".\Bugs\Open\EastShouldDiscardS6.brd","2009/09/27 18:42:44"
".\Bugs\Open\EastShouldDrawLastTrump.brd","2010/01/17 13:16:06"
".\Bugs\Open\EastShouldDrawTrumpInsteadOfFinessing.brd","2009/10/29 16:44:36"
".\Bugs\Open\EastShouldDrawTrumpInsteadOfFinessing.txt","2009/11/23 17:51:56"
".\Bugs\Open\EastShouldFInesseDJ_NCR-458.brd","2010/12/18 10:42:46"
".\Bugs\Open\EastShouldFinesseDQThruSouth.brd","2009/11/29 13:23:56"
".\Bugs\Open\EastShouldFinesseSouthForCQ.brd","2009/09/27 18:40:26"
".\Bugs\Open\EastShouldFInesseTheSQ.brd","2010/11/17 09:35:00"
".\Bugs\Open\EastShouldFinesseVsCashCA.brd","2009/10/18 15:53:14"
".\Bugs\Open\EastShouldFinesseWithDQ.brd","2009/09/30 14:16:50"
".\Bugs\Open\EastShouldForceOutDiamondAcebrd.brd","2009/10/07 12:46:10"
".\Bugs\Open\EastShouldLeadClubsToHand.brd","2010/01/17 16:29:02"
".\Bugs\Open\EastShouldLeadDiamondToAce.brd","2010/12/18 12:44:48"
".\Bugs\Open\EastShouldLeadDKFirst.brd","2010/02/27 11:18:52"
".\Bugs\Open\EastShouldLeadHighestHeart.brd","2009/11/07 11:53:06"
".\Bugs\Open\EastShouldLeadSpadeAndSaveTrump.brd","2009/09/15 12:51:02"
".\Bugs\Open\EastShouldLeadSuitWestBid_NCR-101.brd","2009/10/03 18:31:12"
".\Bugs\Open\EastShouldLeadSuitWestBid_NCR-101_ED.brd","2009/10/04 10:59:40"
".\Bugs\Open\EastShouldLeadSureLoseerVsUnguardingCQ.brd","2009/06/02 17:39:22"
".\Bugs\Open\EastShouldLeadToWestsVoid.brd","2010/11/19 17:20:30"
".\Bugs\Open\EastShouldNotBid3H.brd","2010/06/22 12:32:50"
".\Bugs\Open\EastShouldNotBid3NTwithoutHeartStopper.brd","2010/02/09 17:15:46"
".\Bugs\Open\EastShouldNotBid4.brd","2010/11/26 12:40:24"
".\Bugs\Open\EastShouldNotBidSpades.brd","2009/11/17 10:26:48"
".\Bugs\Open\EastShouldNotCashCA.brd","2010/01/27 20:42:58"
".\Bugs\Open\EastShouldNotDiscardS4.brd","2010/02/17 15:36:04"
".\Bugs\Open\EastShouldNotDiscardSpade.brd","2010/12/03 15:09:32"
".\Bugs\Open\EastShouldNotLeadCA.brd","2010/11/29 13:37:14"
".\Bugs\Open\EastShouldNotLeadClubs.brd","2010/12/18 19:58:22"
".\Bugs\Open\EastShouldNotLeadHeart.brd","2010/03/28 12:56:22"
".\Bugs\Open\EastShouldNotLeadSpade.brd","2010/02/27 10:26:08"
".\Bugs\Open\EastShouldNotLeadSureLoser.brd","2010/12/03 15:11:28"
".\Bugs\Open\EastShouldNotPlayDQ.brd","2010/08/15 12:06:48"
".\Bugs\Open\EastShouldNotRebidClubs.brd","2010/05/17 11:18:46"
".\Bugs\Open\EastShouldOvertakeWestsHQ.brd","2010/04/04 20:41:54"
".\Bugs\Open\EastShouldPassWests2Spades.brd","2010/07/16 18:18:38"
".\Bugs\Open\EastShouldPassWests3ClubBid_NCR-203.brd","2010/01/18 13:25:36"
".\Bugs\Open\EastShouldPlayClubAceVsFinessing.brd","2010/01/04 14:37:46"
".\Bugs\Open\EastShouldPlayH8vsH3toForceHigherWinbySouth.brd","2009/09/04 11:07:10"
".\Bugs\Open\EastShouldPlayHigh.brd","2010/04/07 17:53:46"
".\Bugs\Open\EastShouldPlayHigh2.brd","2010/08/05 20:37:44"
".\Bugs\Open\EastShouldPlayHighDiamond.brd","2010/02/07 17:52:38"
".\Bugs\Open\EastShouldPlayHigher.brd","2010/01/13 20:25:34"
".\Bugs\Open\EastShouldPlayHigher2.brd","2010/08/06 20:57:50"
".\Bugs\Open\EastShouldPlayHigherClub.brd","2010/12/18 19:51:14"
".\Bugs\Open\EastShouldPlayHigherHeart_NCR-159.brd","2009/11/17 15:32:46"
".\Bugs\Open\EastShouldPlayHigherTrump.brd","2010/03/03 15:01:58"
".\Bugs\Open\EastShouldPlayHighHeart.brd","2009/07/01 20:53:06"
".\Bugs\Open\EastShouldPlayLowAsSouthIsOut.brd","2009/10/10 20:44:14"
".\Bugs\Open\EastShouldPlaySTvsS8.brd","2009/10/31 13:36:34"
".\Bugs\Open\EastShouldPullTrumpBeforeLeadingWinner.brd","2010/06/10 10:24:36"
".\Bugs\Open\EastShouldRespondToWests1S.brd","2008/10/18 17:55:00"
".\Bugs\Open\EastShouldReturnWestsSuit.brd","2010/12/20 09:17:58"
".\Bugs\Open\EastShouldRuffSpadeVsDrawingTrumps.brd","2009/10/25 12:21:08"
".\Bugs\Open\EastShouldSupportWestsSpades.brd","2010/03/26 11:57:04"
".\Bugs\Open\EastShouldTakeTheCK.brd","2010/02/13 20:03:42"
".\Bugs\Open\EastShouldTryForDropVsFinesse.brd","2009/10/20 14:26:36"
".\Bugs\Open\EastShouldTrySmallSlam_6D.brd","2009/11/29 19:51:28"
".\Bugs\Open\EastShouldWinClubTrick.brd","2009/10/08 16:54:00"
".\Bugs\Open\EastShouldWinOpenningLead.brd","2009/04/22 20:46:32"
".\Bugs\Open\EastShowsHeartsByBiddingCllubs.brd","2009/11/19 12:15:38"
".\Bugs\Open\EastsKOvertakesWestsQ.brd","2009/04/29 19:24:40"
".\Bugs\Open\EastThiniksWestsBidIsJacobyXfer_NCR-375.brd","2010/09/21 18:48:14"
".\Bugs\Open\EastThinksWestsOvercallAJump.brd","2010/02/28 17:08:12"
".\Bugs\Open\EastThinksWestsOvercall_IsJumpShift.brd","2009/09/11 13:21:52"
".\Bugs\Open\EastTriesToCashCKwithTrumpsOut_NCR-214.brd","2010/02/08 12:10:32"
".\Bugs\Open\EastTriesToDoubleARedouble_NCR-291.brd","2010/04/15 21:30:00"
".\Bugs\Open\EastUnblocksClubSuitBeforeEstablishingWinners.brd","2009/09/17 20:52:24"
".\Bugs\Open\EastUnderPlaysWithC9.brd","2009/07/12 15:03:30"
".\Bugs\Open\EastUnguardsCKbyDiscardingC6.brd","2009/06/09 22:04:34"
".\Bugs\Open\EastUnguardsClubKingVsDiscardingHeart.brd","2010/01/02 12:22:48"
".\Bugs\Open\EastUnguardsCQvsdiscardingDT.brd","2009/06/02 17:45:30"
".\Bugs\Open\EastUnguardsDiamondQueen.brd","2010/01/10 17:36:46"
".\Bugs\Open\EastUnguardsHKvsDiscardingLoser.brd","2009/09/19 12:35:52"
".\Bugs\Open\EastUnguardsSQvsDiscardingClub.brd","2009/09/27 18:21:54"
".\Bugs\Open\EastUnguardsSQ_NCR-280.brd","2010/04/09 14:52:32"
".\Bugs\Open\EastUnstopsClubsByPlayingAllWinners.brd","2009/07/30 14:51:20"
".\Bugs\Open\EastUnstopsSpadesBeforeForcingLosers.txt","2009/11/23 14:16:40"
".\Bugs\Open\EastUnstopsSpadesBeforeForcingLosers1.txt","2009/11/23 14:48:30"
".\Bugs\Open\EastUnstopsSpadesVsClubs.brd","2010/07/15 15:35:44"
".\Bugs\Open\EastUsesBlackwoodAfterNT_bid_NCR-309.brd","2010/06/16 11:37:36"
".\Bugs\Open\EastWestBidGameWithoutPoints.brd","2010/08/31 19:09:40"
".\Bugs\Open\EastWestBidNTwithoutHeartsStopped_NCR-358.brd","2010/09/06 21:57:32"
".\Bugs\Open\EastWestMakeGrandSlam.brd","2009/11/21 20:21:50"
".\Bugs\Open\East_Dummy_ShouldOvertakeClubLead.brd","2009/08/16 12:06:38"
".\Bugs\Open\East_WestShouldMakeOvertricks.brd","2009/11/21 20:13:02"
".\Bugs\Open\EBidsMyOpenSpadeSUit.brd","2010/04/30 14:24:58"
".\Bugs\Open\EDiscardsKQSvsD.brd","2009/04/26 18:21:48"
".\Bugs\Open\Educksbadplay.brd","2009/04/15 08:22:38"
".\Bugs\Open\ErrorInGBSOAL.brd","2009/10/18 14:57:12"
".\Bugs\Open\ErrorInGBSOAL_RotatedCW.brd","2009/10/18 15:03:08"
".\Bugs\Open\E_WbidSlamWithoutTheCards.brd","2009/07/03 20:56:08"
".\Bugs\Open\E_W_MakeSlam.brd","2010/03/23 14:43:24"
".\Bugs\Open\FromBen_diamonds_nobid.brd","2010/07/02 14:48:20"
".\Bugs\Open\From_Ben_strong_preempt.brd","2010/06/21 22:22:50"
".\Bugs\Open\From_Ben_strong_preempt2_NCR-314.brd","2010/06/22 11:01:30"
".\Bugs\Open\GameCameBeMadeWithOvertrick.brd","2010/04/02 21:47:58"
".\Bugs\Open\HandCanBeMade.brd","2010/05/15 16:55:18"
".\Bugs\Open\HintDoesNotKnowOfWeakTwo_NCR-381.brd","2010/10/01 15:02:26"
".\Bugs\Open\HintForSouthIsCuebidVsGerber.brd","2010/09/01 10:57:06"
".\Bugs\Open\HintSaysToPassSouthsHand.brd","2010/04/02 20:59:52"
".\Bugs\Open\HK_needNotCover.brd","2009/04/22 19:31:44"
".\Bugs\Open\HowCanN-S-BidSlamWIthThis.brd","2010/03/04 20:19:42"
".\Bugs\Open\HowCanN-SbidGameWithThis.brd","2010/01/29 10:40:22"
".\Bugs\Open\HowDoesNorthComputePoints.brd","2010/03/01 20:05:26"
".\Bugs\Open\HowDoesNorthGet17PtsForThis.brd","2010/04/04 15:16:24"
".\Bugs\Open\HowShouldNorthRespondToTKODBL.brd","2010/04/01 18:29:28"
".\Bugs\Open\HowShouldThisBeBid.brd","2010/09/24 16:54:22"
".\Bugs\Open\HowShouldThisHandBeBid.brd","2009/11/01 15:49:48"
".\Bugs\Open\HowToAskForAcesWithThis.brd","2010/07/10 18:58:06"
".\Bugs\Open\HowToXferToDiamonds.brd","2009/07/24 10:59:34"
".\Bugs\Open\IncorrectReadingOfOvercall.brd","2009/04/22 19:45:12"
".\Bugs\Open\Invalid1NTOpenDistPts.brd","2009/04/14 18:55:38"
".\Bugs\Open\IsThisAReverse.brd","2009/04/20 20:23:10"
".\Bugs\Open\Jacoby2NT.brd","2010/01/04 15:32:38"
".\Bugs\Open\LeadAceWhenDummyVoid.brd","2009/04/19 09:57:18"
".\Bugs\Open\LeadTrumpDoubleton.brd","2009/04/21 19:51:52"
".\Bugs\Open\LimitRaisePointsWrong.brd","2009/06/29 17:51:46"
".\Bugs\Open\LostContract_EA3880C1E.brd","2010/09/02 14:17:30"
".\Bugs\Open\MakeableSlamWithProperPlay.brd","2010/03/14 17:30:56"
".\Bugs\Open\Makes6NT_ComputerGoesDown.brd","2009/04/22 14:53:44"
".\Bugs\Open\Makes6sWithProperPlay.brd","2009/09/29 12:59:24"
".\Bugs\Open\MakeThisByPromotingClubs_1_NCR-463.brd","2010/12/22 12:55:42"
".\Bugs\Open\MakeThisByPromotingClubs_NCR-463.brd","2010/12/16 15:35:38"
".\Bugs\Open\ManualWithHintsDifferFromAutoPlay.brd","2010/09/02 17:41:08"
".\Bugs\Open\MichaelsQuebid.brd","2009/12/31 16:14:38"
".\Bugs\Open\Misplayed3NT.brd","2009/04/08 11:12:46"
".\Bugs\Open\N Played DQ before DK singleton in dummy.brd","2009/06/13 17:16:30"
".\Bugs\Open\N should play higher card  Played D8.brd","2009/07/08 16:02:22"
".\Bugs\Open\N trumped my good CK trick.brd","2009/07/08 15:53:28"
".\Bugs\Open\N-S-ShouldBidSlamWithThis.brd","2010/09/14 22:41:46"
".\Bugs\Open\N-sBid7NTwithoutAllAces.brd","2010/09/01 15:58:24"
".\Bugs\Open\N-SbidSlamWith2MissingAces.brd","2010/09/04 11:55:00"
".\Bugs\Open\N-SCanEasilyMake7NT.brd","2010/08/17 21:11:12"
".\Bugs\Open\N-SCanEasilyMake7NT_WrongDiscard.brd","2010/08/20 13:01:50"
".\Bugs\Open\N-SCanMake2OT_ComputerGoesDown2.brd","2010/05/29 18:36:56"
".\Bugs\Open\N-SCanMakeOneOverComputerGoesDown.brd","2010/06/21 14:19:06"
".\Bugs\Open\N-SCanMakeOvertrick.brd","2010/07/10 21:29:44"
".\Bugs\Open\N-SCanMakeThis.brd","2010/12/16 12:56:10"
".\Bugs\Open\N-SCanMakeThisByPromotingSpades.brd","2010/11/22 17:29:44"
".\Bugs\Open\N-SCanMakeThis_1.brd","2010/12/16 12:58:32"
".\Bugs\Open\N-SCanMakeThis_2.brd","2010/12/24 12:45:18"
".\Bugs\Open\N-SDown4OnMakeableContract.brd","2009/07/25 21:55:20"
".\Bugs\Open\N-SGoDownWithMakeableContractbrd.brd","2009/06/25 14:05:20"
".\Bugs\Open\N-SouthGetLostWithBidding.brd","2010/03/11 15:28:32"
".\Bugs\Open\N-S_BidEastsSuit.brd","2010/12/16 12:17:02"
".\Bugs\Open\N-S_BidSlamWithoutCheckingForAces.brd","2010/03/12 08:31:10"
".\Bugs\Open\N-S_CanMake6C_1.brd","2010/12/20 20:46:00"
".\Bugs\Open\N-S_CanMake6C_DrawTrumps_NCR-469.brd","2010/12/23 10:16:16"
".\Bugs\Open\N-S_CanMake6C_NCR-464.brd","2010/12/21 12:09:44"
".\Bugs\Open\N-S_CanMake6C__2_NCR-464.brd","2010/12/21 13:34:14"
".\Bugs\Open\N-S_CanMake6withThis.brd","2010/11/27 14:16:12"
".\Bugs\Open\N-S_CanMakeThis.brd","2010/12/20 20:04:36"
".\Bugs\Open\N-S_CanMakeThisContract.brd","2010/04/05 21:18:48"
".\Bugs\Open\N-S_CanMakeThis_1.brd","2010/12/20 20:21:38"
".\Bugs\Open\N-S_goDownWhenComputerPlays.brd","2009/06/26 12:07:24"
".\Bugs\Open\N-S_GoDownWithMakeableContract.brd","2010/03/31 21:22:44"
".\Bugs\Open\N-S_HaveMoreThan21Pts.brd","2010/03/07 10:42:44"
".\Bugs\Open\N-S_HowToBidGame.brd","2009/06/11 16:07:04"
".\Bugs\Open\N-S_Make3NT-ComputerGoesDown.brd","2009/08/02 17:19:14"
".\Bugs\Open\N-S_Make3Overtricks.brd","2009/11/22 19:49:38"
".\Bugs\Open\N-S_ManyPlayingMistakes.brd","2010/12/06 10:31:52"
".\Bugs\Open\N-S_NeedToCrossRuffToMakeContract.brd","2010/04/02 21:30:10"
".\Bugs\Open\N-S_OverbidThis.brd","2010/03/31 17:31:54"
".\Bugs\Open\N-S_OverbidThis_1.brd","2010/12/21 17:21:06"
".\Bugs\Open\N-S_Set5tricks.brd","2009/06/16 14:43:16"
".\Bugs\Open\N-S_Set5tricks.png","2009/06/16 14:35:40"
".\Bugs\Open\N-S_Set5TricksInMakeableContract.brd","2010/01/09 20:29:44"
".\Bugs\Open\N-S_ShouldBeAtGame.brd","2010/04/02 20:56:18"
".\Bugs\Open\N-S_ShouldBeInGameAt3NT.brd","2009/11/02 18:15:52"
".\Bugs\Open\N-S_ShouldBidGameWithThisHand.brd","2009/10/25 20:18:22"
".\Bugs\Open\N-S_ShouldBidSlam.brd","2009/06/11 13:09:24"
".\Bugs\Open\N-S_ShouldBidSlamWithThis.brd","2009/10/22 13:10:38"
".\Bugs\Open\N-S_ShouldBidSlamWithThisHand.brd","2010/05/16 15:55:46"
